class_0,mmr_0,class_1,mmr_1,class_2,mmr_2,class_3,mmr_3,class_4,mmr_4,class_5,mmr_5,class_6,mmr_6,class_7,mmr_7,class_8,mmr_8,class_9,mmr_9,win,kerri_win_pct
Prophet,1520,Zagara,1320,Kerrigan,1160,Selendis,1620,Ascendant,1140,Artanis,1900,Swann,1660.0,Stukov,1180.0,Nomad,1600.0,Artanis,1340.0,Survivor,0.20637931
Team Nova,1300,Ascendant,1300,Prophet,1240,Scientist,1300,Artanis,1420,Niadra,1100,Stukov,1500.0,Ares,1200.0,Kerrigan,2320.0,Selendis,1220.0,Kerrigan,0.87778246
Ares,1760,Scientist,2180,Zagara,1300,Kerrigan,1160,Dark Templar,2020,Scientist,1420,Prophet,1760.0,Selendis,1780.0,Artanis,1480.0,Ascendant,1200.0,Survivor,0.07236907
Kerrigan,1200,Dark Templar,1440,Zagara,1200,Scientist,1700,Ares,940,Stukov,1180,Mira,1640.0,Selendis,1400.0,Scientist,1020.0,Ares,1160.0,Kerrigan,0.34817216
Scientist,1580,Kerrigan,1140,Ascendant,1600,Dark Templar,1200,Stukov,1800,Scientist,1160,Selendis,1320.0,Ascendant,1180.0,Prophet,1480.0,Zagara,1440.0,Kerrigan,0.34980074
Spirit,2460,Zagara,1240,Spirit,1700,Dehaka,1700,Dark Templar,2060,Ascendant,1200,Ascendant,1200.0,Ascendant,1400.0,Prophet,2580.0,Ascendant,1040.0,Kerrigan,0.14852844
Ascendant,1220,Scientist,1480,Swann,1940,Artanis,1500,Ascendant,600,Zagara,1680,Ascendant,1200.0,Helios,1140.0,Dark Templar,1420.0,Kerrigan,1460.0,Survivor,0.6906461
Thakras,1100,Spirit,1540,Scientist,1260,Swann,1600,Niadra,1260,Dark Templar,1500,Scientist,1720.0,Mira,1400.0,Prophet,1500.0,,,Survivor,0.21333273
Dehaka,2260,Zagara,1160,Ascendant,1620,Ascendant,1200,Ascendant,1200,Ascendant,1260,Scientist,1200.0,Scientist,1200.0,Mira,1520.0,Ascendant,1420.0,Kerrigan,0.8723888
Selendis,1480,Stukov,1280,Ascendant,1200,Thakras,1160,Scientist,1200,Dark Templar,1640,Spirit,1180.0,Stukov,1160.0,Zagara,1200.0,Selendis,1120.0,Survivor,0.4038596
Ascendant,1220,Zagara,1260,Scientist,1800,Ascendant,1200,Spirit,1180,Ascendant,1800,Prophet,1820.0,Dehaka,1360.0,Artanis,2580.0,Dark Templar,1700.0,Survivor,0.09838446
Dehaka,2100,Ascendant,1280,Spirit,1540,Engineer,1360,Dark Templar,1500,Helios,1500,Helios,1420.0,Nomad,1400.0,Zagara,1180.0,Ascendant,1180.0,Kerrigan,0.7734449
Ascendant,2220,Thakras,2560,Nomad,1820,Ares,2040,Prophet,1860,Mira,1700,Zagara,1700.0,Selendis,1400.0,Ares,1200.0,Ares,1200.0,Kerrigan,0.813014
Nomad,1500,Scientist,1460,Dehaka,1320,Selendis,1400,Selendis,1460,Selendis,1200,Ares,1200.0,Scientist,1160.0,Stukov,1200.0,Zagara,1020.0,Kerrigan,0.39178848
Stukov,2100,Selendis,1720,Kerrigan,1920,Team Nova,1520,Zagara,1500,Scientist,2300,Spirit,1800.0,Prophet,1560.0,Ascendant,1320.0,Dark Templar,1460.0,Survivor,0.34410927
Stukov,1460,Ascendant,2400,Prophet,1800,Ascendant,1320,Dark Templar,1480,Selendis,1880,Scientist,1480.0,Zagara,1340.0,Kerrigan,1180.0,Ascendant,1200.0,Survivor,0.105167836
Swann,1420,Selendis,1440,Zagara,1040,Thakras,1960,Team Nova,1540,Ares,1920,Scientist,1200.0,Ascendant,1620.0,Nomad,1240.0,,,Kerrigan,0.5572788
Ascendant,1240,Artanis,1540,Dehaka,1160,Team Nova,1280,Niadra,1560,Prophet,1300,Dark Templar,1980.0,Scientist,1180.0,Ascendant,1400.0,Stukov,1020.0,Kerrigan,0.42581183
Nomad,1140,Prophet,1260,Stukov,1780,Scientist,1540,Team Nova,1640,Nomad,1420,Niadra,1020.0,Kerrigan,2120.0,Dark Templar,1480.0,Scientist,1500.0,Survivor,0.57366085
Scientist,2220,Scion,2080,Prophet,2580,Swann,1680,Ares,1560,Dehaka,1120,Zagara,2360.0,Scientist,2360.0,Helios,1780.0,Artanis,1380.0,Survivor,0.16106166
Nomad,1760,Spirit,2240,Team Nova,1740,Ascendant,1340,Scientist,1340,Artanis,2140,Prophet,1720.0,Dehaka,1140.0,Zagara,1180.0,Swann,1500.0,Survivor,0.04570912
Dehaka,1940,Niadra,1180,Ascendant,1740,Spirit,1660,Team Nova,1820,Artanis,1280,Prophet,1900.0,Scientist,1780.0,Ascendant,1700.0,Artanis,1220.0,Survivor,0.3318851
Selendis,1520,Stukov,1720,Ascendant,1720,Spirit,2160,Team Nova,2400,Zagara,1200,Kerrigan,1340.0,Mira,1660.0,Ascendant,1200.0,Scientist,1200.0,Survivor,0.06703158
Stukov,1500,Kerrigan,1200,Nomad,2060,Ascendant,1060,Prophet,2040,Scientist,1160,Team Nova,1760.0,Spirit,1540.0,Nomad,2580.0,Zagara,1260.0,Kerrigan,0.04911917
Spirit,1260,Swann,980,Spirit,1800,Spirit,1760,Nomad,1160,Zagara,1160,Dehaka,1360.0,Ascendant,1500.0,Stukov,1260.0,Selendis,1680.0,Survivor,0.3019614
Dark Templar,2260,Engineer,1620,Spirit,1300,Zagara,1260,Stukov,1320,Thakras,1580,Ares,1780.0,Spirit,1700.0,Selendis,1140.0,Prophet,1720.0,Survivor,0.21938409
Spirit,2440,Mira,2300,Team Nova,1400,Nomad,2180,Ares,1620,Swann,2580,Dehaka,2380.0,Scion,1340.0,Spirit,1580.0,,,Kerrigan,0.7338197
Swann,1840,Scientist,1500,Niadra,1160,Ascendant,1200,Dehaka,1560,Scientist,2280,Selendis,1540.0,Helios,1400.0,Selendis,1580.0,,,Survivor,0.21076854
Zagara,1200,Spirit,1800,Selendis,1340,Kerrigan,2500,Nomad,1180,Team Nova,1760,Engineer,1620.0,Nomad,1460.0,Spirit,1360.0,Prophet,1800.0,Survivor,0.78883743
Scientist,1560,Selendis,1280,Dark Templar,1460,Artanis,1680,Ascendant,1900,Dehaka,1980,Prophet,1700.0,Swann,1220.0,Engineer,1440.0,Niadra,2400.0,Kerrigan,0.932305
Mira,1600,Spirit,1580,Scientist,1200,Helios,1500,Zagara,1240,Thakras,2380,Ares,1540.0,Ascendant,1840.0,Prophet,1260.0,Spirit,1280.0,Kerrigan,0.81173176
Artanis,1640,Scientist,1780,Prophet,1500,Selendis,1660,Ascendant,900,Dehaka,1140,Scientist,1540.0,Ascendant,1200.0,Spirit,1120.0,,,Survivor,0.203533
Helios,1520,Zagara,1260,Dark Templar,2340,Stukov,1200,Ascendant,1580,Ascendant,1200,Artanis,1380.0,Stukov,1260.0,Dehaka,1960.0,Ascendant,1500.0,Kerrigan,0.5252228
Engineer,1360,Prophet,980,Kerrigan,1820,Swann,1420,Niadra,1060,Ascendant,1320,Ascendant,1540.0,Ares,1240.0,Artanis,1200.0,Scientist,1400.0,Survivor,0.6724043
Scientist,2340,Artanis,1820,Kerrigan,2100,Ascendant,1260,Spirit,1440,Prophet,1500,Selendis,1300.0,Niadra,1040.0,Ares,1260.0,Artanis,1800.0,Kerrigan,0.408953
Scientist,1740,Prophet,2220,Team Nova,1780,Zagara,1820,Dark Templar,1480,Dehaka,2280,Spirit,1720.0,Ascendant,1360.0,Spirit,1220.0,Ascendant,1400.0,Kerrigan,0.8023013
Zagara,1240,Scientist,1460,Nomad,1120,Helios,1560,Ares,1580,Ascendant,1240,Ares,1880.0,Prophet,1520.0,Selendis,1700.0,Dehaka,1140.0,Survivor,0.15842305
Selendis,2220,Zagara,1480,Ares,1780,Ascendant,1120,Artanis,1240,Scientist,1480,Dehaka,2140.0,Spirit,1860.0,Stukov,2080.0,Prophet,2320.0,Kerrigan,0.40440685
Team Nova,1480,Stukov,1460,Ascendant,1120,Prophet,1440,Zagara,1620,Artanis,1440,Nomad,1520.0,Dehaka,1100.0,Spirit,1420.0,,,Kerrigan,0.48624852
Niadra,1280,Stukov,2060,Swann,1460,Scientist,1200,Prophet,1240,Selendis,1280,Thakras,1700.0,Artanis,2580.0,Mira,1560.0,Dark Templar,1480.0,Kerrigan,0.22929254
Spirit,1200,Swann,1820,Ascendant,1620,Dehaka,1200,Artanis,1200,Ascendant,1200,Zagara,1080.0,Ascendant,1220.0,Ares,1180.0,,,Kerrigan,0.30485454
Scientist,1200,Prophet,1500,Stukov,1600,Ares,1320,Ascendant,1180,Zagara,1520,Artanis,1180.0,Ascendant,1200.0,Dehaka,1200.0,Scientist,1200.0,Survivor,0.5997013
Zagara,1740,Scientist,2080,Stukov,1360,Helios,1880,Thakras,2040,Stukov,1420,Stukov,1220.0,Selendis,1400.0,Prophet,1280.0,Stukov,1840.0,Kerrigan,0.77111965
Dark Templar,1580,Prophet,2220,Helios,1440,Selendis,1860,Nomad,1400,Swann,1780,Scientist,1160.0,Dehaka,1040.0,Zagara,1120.0,,,Survivor,0.06739106
Dehaka,1460,Helios,1700,Ascendant,1700,Zagara,1200,Scientist,1540,Spirit,1360,Ascendant,1220.0,Spirit,1200.0,Scientist,1340.0,Ascendant,1380.0,Survivor,0.39534825
Ascendant,1220,Scientist,1180,Helios,1540,Team Nova,2100,Stukov,600,Artanis,1700,Prophet,1440.0,Dark Templar,780.0,Zagara,1200.0,,,Survivor,0.23050113
Mira,1960,Prophet,1160,Scientist,1600,Dark Templar,2100,Ascendant,2360,Selendis,1680,Stukov,2060.0,Dehaka,1160.0,Niadra,1180.0,Team Nova,1900.0,Survivor,0.024504438
Spirit,1880,Scientist,1940,Dehaka,1600,Spirit,1680,Scientist,1660,Ascendant,1360,Selendis,1440.0,Scientist,1280.0,Zagara,1280.0,Ascendant,1960.0,Survivor,0.25300527
Artanis,1180,Zagara,1240,Engineer,1220,Dark Templar,1440,Kerrigan,1780,Scientist,1260,Ascendant,1160.0,Ascendant,1200.0,Stukov,1180.0,Stukov,1360.0,Kerrigan,0.8021479
Scientist,1280,Swann,980,Zagara,1160,Scientist,1320,Nomad,1460,Ascendant,1800,Stukov,1260.0,Scientist,1460.0,Kerrigan,1940.0,,,Survivor,0.7197542
Thakras,1260,Spirit,1160,Niadra,1000,Ascendant,1220,Stukov,1200,Spirit,1940,Scientist,1160.0,Dark Templar,1500.0,Selendis,1500.0,Mira,1600.0,Survivor,0.19802903
Selendis,1560,Prophet,1580,Spirit,2340,Engineer,1420,Zagara,1220,Nomad,1280,Selendis,1540.0,Team Nova,1840.0,Kerrigan,1200.0,Stukov,1040.0,Survivor,0.09601175
Kerrigan,1200,Spirit,1540,Zagara,1100,Team Nova,1540,Nomad,1400,Scientist,1720,Prophet,1220.0,Selendis,1280.0,Selendis,1160.0,Scientist,1780.0,Survivor,0.18217507
Zagara,940,Stukov,1060,Spirit,2000,Dehaka,1860,Selendis,1540,Artanis,1240,Scientist,1120.0,Stukov,1220.0,Spirit,1600.0,,,Survivor,0.5483151
Scientist,1260,Dark Templar,1780,Prophet,1480,Swann,1320,Selendis,1520,Zagara,1200,Ares,1260.0,Ascendant,1680.0,Ascendant,1160.0,Kerrigan,1360.0,Survivor,0.3128588
Kerrigan,1060,Prophet,1640,Swann,1140,Scientist,1620,Dark Templar,1440,Scientist,1220,Nomad,1440.0,Niadra,1140.0,Ascendant,1660.0,Artanis,1480.0,Survivor,0.15940851
Mira,1280,Scientist,1240,Ascendant,1420,Prophet,1400,Dehaka,1340,Swann,1520,Ares,1620.0,Zagara,1860.0,Dark Templar,1860.0,Selendis,1280.0,Kerrigan,0.63692755
Kerrigan,1160,Niadra,1180,Ascendant,1500,Ares,1740,Stukov,1720,Scientist,2420,Ascendant,1400.0,Ascendant,1360.0,Prophet,2020.0,Ascendant,1220.0,Survivor,0.056669325
Dark Templar,1580,Selendis,1380,Kerrigan,1380,Prophet,1140,Artanis,1260,Helios,1400,Ares,1120.0,Zagara,1380.0,Artanis,1340.0,Spirit,1280.0,Survivor,0.5724444
Prophet,1840,Spirit,2040,Kerrigan,1180,Spirit,1740,Team Nova,1880,Scientist,1180,Ascendant,1020.0,Selendis,1220.0,Swann,1300.0,Zagara,1560.0,Survivor,0.26030633
Prophet,1680,Stukov,1880,Ascendant,1840,Dehaka,1280,Swann,1260,Selendis,1460,Artanis,1460.0,Zagara,1540.0,Selendis,1720.0,Team Nova,1580.0,Survivor,0.25249547
Niadra,1360,Prophet,1180,Dark Templar,1540,Scientist,1240,Nomad,940,Swann,1020,Scientist,1140.0,Stukov,1400.0,Ascendant,1260.0,Kerrigan,1360.0,Survivor,0.6487653
Spirit,2300,Prophet,2360,Scientist,1360,Selendis,1280,Spirit,1380,Stukov,1220,Dehaka,960.0,Helios,1560.0,Stukov,1200.0,Zagara,1640.0,Survivor,0.14826655
Artanis,1880,Zagara,1140,Mira,1540,Nomad,2060,Nomad,1360,Dark Templar,1380,Kerrigan,1260.0,Engineer,1280.0,Nomad,1700.0,Spirit,1840.0,Survivor,0.1052534
Stukov,2120,Mira,1740,Nomad,1280,Team Nova,2100,Niadra,1480,Scientist,1860,Thakras,1120.0,Prophet,1440.0,Scientist,1500.0,Ascendant,1420.0,Survivor,0.11261178
Dehaka,1880,Nomad,1540,Spirit,2060,Zagara,1640,Ascendant,1140,Swann,1860,Ares,1540.0,Ascendant,1200.0,Ares,1140.0,Scientist,980.0,Kerrigan,0.7477768
Nomad,1620,Team Nova,1420,Helios,1440,Zagara,1200,Thakras,1560,Ascendant,1520,Selendis,1180.0,Selendis,1440.0,Prophet,1700.0,Scientist,1200.0,Survivor,0.40546623
Spirit,1700,Kerrigan,1400,Nomad,1100,Zagara,1320,Spirit,1640,Prophet,1200,Ascendant,1120.0,Selendis,1380.0,Swann,1520.0,Scientist,1220.0,Kerrigan,0.489665
Dehaka,1240,Prophet,1360,Stukov,1200,Ascendant,1380,Stukov,1420,Selendis,1300,Niadra,1340.0,Scientist,1140.0,Artanis,1200.0,Ascendant,1200.0,Survivor,0.57280606
Prophet,1640,Helios,1480,Niadra,1020,Helios,1440,Ares,1500,Dehaka,2280,Spirit,1220.0,Scientist,1440.0,Dark Templar,1800.0,Scientist,1080.0,Kerrigan,0.6724003
Prophet,1900,Dark Templar,1620,Spirit,1860,Nomad,2080,Nomad,1700,Niadra,1040,Ascendant,1200.0,Selendis,1400.0,Ascendant,1320.0,Kerrigan,1200.0,Survivor,0.0693609
Niadra,1260,Stukov,1180,Ascendant,1460,Ascendant,1160,Kerrigan,1200,Prophet,1200,Selendis,940.0,Ascendant,1180.0,Stukov,1200.0,,,Kerrigan,0.598982
Zagara,1440,Team Nova,1340,Dehaka,1200,Ascendant,1220,Ascendant,1200,Spirit,1780,Stukov,1260.0,Dark Templar,1480.0,Spirit,1480.0,,,Kerrigan,0.45442602
Dehaka,1560,Spirit,1860,Ascendant,1500,Dark Templar,1520,Ascendant,640,Helios,1540,Stukov,1280.0,Prophet,1660.0,Nomad,1580.0,Zagara,1900.0,Kerrigan,0.68988395
Prophet,1340,Artanis,1220,Zagara,1380,Selendis,1420,Artanis,1140,Mira,1160,Spirit,1180.0,Spirit,1480.0,Nomad,1480.0,Dehaka,1100.0,Survivor,0.47922075
Selendis,1540,Spirit,1540,Kerrigan,1200,Ares,1200,Scientist,1200,Spirit,1480,Dark Templar,1460.0,Nomad,1640.0,Niadra,940.0,Prophet,1640.0,Kerrigan,0.1366262
Selendis,1460,Nomad,1380,Niadra,1300,Artanis,1880,Spirit,1180,Team Nova,1440,Prophet,1460.0,Dehaka,1620.0,,,,,Kerrigan,0.56271034
Thakras,1400,Swann,1380,Niadra,1000,Nomad,1300,Prophet,1780,Mira,1240,Scientist,1480.0,Dark Templar,1440.0,Engineer,1480.0,Artanis,1440.0,Survivor,0.24672359
Mira,1600,Ascendant,1160,Dehaka,1200,Ascendant,1380,Ares,1200,Dark Templar,1540,Ascendant,1380.0,Stukov,1620.0,,,,,Survivor,0.3379952
Nomad,2440,Mira,2180,Dark Templar,2180,Team Nova,1720,Niadra,1440,Kerrigan,2460,Stukov,1720.0,Prophet,1600.0,Ascendant,1220.0,Ares,1200.0,Survivor,0.5153114
Prophet,1260,Scientist,1680,Ascendant,1200,Nomad,1420,Dehaka,1040,Dark Templar,1240,Stukov,2040.0,Mira,2180.0,Zagara,1160.0,,,Survivor,0.099260114
Scientist,1500,Team Nova,1540,Spirit,1240,Zagara,1360,Selendis,1260,Dehaka,1240,Ascendant,1240.0,Dark Templar,1620.0,Nomad,1140.0,,,Survivor,0.4818368
Zagara,1320,Ares,1160,Selendis,1340,Scientist,1340,Ares,1140,Ares,1160,Ascendant,1200.0,Dehaka,1220.0,Team Nova,1540.0,Swann,1620.0,Kerrigan,0.46411175
Mira,1820,Dark Templar,760,Spirit,1520,Selendis,2160,Prophet,2060,Artanis,1860,Scientist,1600.0,Swann,2240.0,Zagara,1780.0,Kerrigan,1920.0,Kerrigan,0.43423837
Spirit,1340,Zagara,1200,Spirit,1220,Dark Templar,1260,Nomad,1580,Mira,1540,Selendis,1100.0,Kerrigan,1480.0,Selendis,1280.0,Spirit,1340.0,Survivor,0.51995987
Dark Templar,1760,Ascendant,1600,Scientist,1620,Selendis,1500,Selendis,1540,Artanis,1640,Zagara,1020.0,Prophet,1740.0,Kerrigan,1080.0,Artanis,1220.0,Survivor,0.07854281
Spirit,1400,Scientist,1480,Selendis,1380,Ares,1360,Thakras,1880,Artanis,1080,Ascendant,1600.0,Ascendant,1260.0,Ares,1180.0,Niadra,1240.0,Survivor,0.742433
Stukov,1340,Artanis,1180,Mira,1480,Zagara,1260,Ascendant,1560,Ascendant,1140,Team Nova,1340.0,Spirit,1240.0,Ascendant,1240.0,Kerrigan,1460.0,Kerrigan,0.5658652
Stukov,1400,Zagara,1820,Ares,1620,Spirit,2100,Mira,1340,Prophet,1360,Scientist,1340.0,Team Nova,1380.0,Dehaka,1560.0,,,Survivor,0.6678781
Ascendant,1820,Ares,1440,Helios,1540,Prophet,2100,Niadra,1140,Selendis,1680,Mira,1360.0,Ascendant,1440.0,Dehaka,1820.0,Scientist,1440.0,Survivor,0.32345182
Nomad,1660,Prophet,1740,Stukov,1400,Zagara,1160,Nomad,1500,Spirit,1620,Selendis,1200.0,Kerrigan,1200.0,Engineer,1940.0,Ascendant,1600.0,Survivor,0.11712651
Kerrigan,1340,Selendis,1540,Nomad,1260,Ascendant,1480,Ascendant,1200,Scientist,1720,Zagara,1500.0,Stukov,1200.0,Ares,1200.0,,,Kerrigan,0.61454344
Niadra,1600,Nomad,1720,Prophet,2140,Nomad,1920,Stukov,1140,Ascendant,1960,Selendis,1260.0,Ares,1200.0,Thakras,1160.0,Ares,1200.0,Survivor,0.24467911
Stukov,1460,Prophet,1760,Zagara,1160,Scientist,1720,Spirit,1940,Artanis,1140,Kerrigan,1200.0,Helios,1400.0,Selendis,1480.0,Artanis,1140.0,Survivor,0.15637794
Selendis,1240,Ascendant,1520,Prophet,1420,Ascendant,1440,Dark Templar,1260,Zagara,1400,Spirit,1140.0,Kerrigan,1920.0,Mira,840.0,Stukov,1600.0,Kerrigan,0.81146586
Niadra,1020,Ascendant,1160,Ascendant,1320,Spirit,1300,Scientist,2320,Mira,1180,Dehaka,980.0,Stukov,1960.0,Prophet,1440.0,Spirit,1360.0,Survivor,0.06032879
Zagara,1160,Team Nova,1280,Ascendant,1200,Ascendant,1240,Selendis,1120,Thakras,1060,Ares,1280.0,Dark Templar,1660.0,Stukov,840.0,Swann,1840.0,Kerrigan,0.24151644
Spirit,2140,Nomad,1320,Zagara,1180,Engineer,1640,Stukov,1360,Kerrigan,900,Nomad,1660.0,Prophet,1480.0,Stukov,1420.0,Swann,1540.0,Survivor,0.0709773
Team Nova,1720,Kerrigan,2400,Selendis,1880,Scientist,1460,Zagara,1160,Stukov,1520,Scientist,1180.0,Stukov,1720.0,Prophet,1320.0,,,Survivor,0.76713204
Stukov,1420,Selendis,1260,Mira,1700,Prophet,1520,Scientist,1360,Zagara,1280,Ascendant,1200.0,Dark Templar,1460.0,Kerrigan,1100.0,Swann,880.0,Survivor,0.30576888
Ascendant,1320,Prophet,1220,Scientist,1180,Dark Templar,600,Kerrigan,1120,Selendis,1380,Ascendant,1200.0,Zagara,1480.0,Stukov,1200.0,,,Kerrigan,0.6755935
Mira,1380,Selendis,2220,Ascendant,1160,Niadra,1320,Ascendant,1240,Dark Templar,1580,Dehaka,1000.0,Selendis,1460.0,Ascendant,1200.0,,,Survivor,0.19341211
Zagara,1420,Scientist,1580,Scientist,860,Ascendant,1240,Ascendant,1200,Ascendant,1200,Selendis,1320.0,Dehaka,1240.0,Spirit,2240.0,Dark Templar,1260.0,Survivor,0.36234835
Dark Templar,1220,Niadra,1860,Stukov,2160,Prophet,1740,Ascendant,1700,Selendis,1580,Scientist,1560.0,Ascendant,1200.0,Ascendant,1200.0,,,Kerrigan,0.73088163
Spirit,1820,Selendis,1360,Artanis,2020,Ascendant,1420,Scientist,1300,Prophet,1820,Kerrigan,1200.0,Zagara,1160.0,Artanis,1240.0,Ascendant,1300.0,Survivor,0.15719299
Artanis,2320,Scientist,1880,Prophet,1280,Artanis,1200,Dehaka,1940,Selendis,1480,Ascendant,1200.0,Dark Templar,1340.0,Zagara,1200.0,Nomad,1360.0,Survivor,0.45374888
Scientist,1700,Zagara,1500,Ascendant,1420,Prophet,1760,Nomad,1700,Stukov,1300,Dehaka,1200.0,Ascendant,1800.0,Scientist,1480.0,Helios,1600.0,Survivor,0.23261459
Scientist,1820,Dehaka,1600,Spirit,1760,Ascendant,1240,Dark Templar,1440,Scientist,2060,Ascendant,1260.0,Prophet,1220.0,Scientist,1200.0,Niadra,1400.0,Survivor,0.4407127
Spirit,1500,Prophet,1300,Spirit,1360,Selendis,1320,Selendis,1940,Zagara,1160,Kerrigan,1160.0,Ascendant,1360.0,Engineer,1440.0,Stukov,1460.0,Survivor,0.1886445
Helios,1560,Dehaka,1820,Team Nova,1760,Prophet,1400,Dark Templar,1840,Artanis,860,Selendis,1400.0,Zagara,1640.0,Spirit,1140.0,Scientist,1380.0,Kerrigan,0.7260845
Thakras,1200,Ascendant,1260,Selendis,1800,Prophet,1860,Niadra,1980,Nomad,1160,Ascendant,1800.0,Scientist,1620.0,Dark Templar,1600.0,Ascendant,1420.0,Survivor,0.48483095
Dark Templar,1660,Stukov,1200,Spirit,1520,Selendis,1280,Scientist,1840,Zagara,1360,Kerrigan,1820.0,Prophet,1440.0,Selendis,1200.0,Stukov,1300.0,Kerrigan,0.6349186
Spirit,1820,Team Nova,1900,Prophet,1320,Zagara,1480,Swann,1280,Nomad,1840,Artanis,1200.0,Kerrigan,1200.0,Stukov,1920.0,Scientist,1540.0,Survivor,0.19481744
Dehaka,1900,Spirit,1700,Zagara,1520,Scientist,1260,Prophet,1100,Spirit,1520,Stukov,1600.0,Ascendant,1140.0,Ascendant,1220.0,Ascendant,1460.0,Kerrigan,0.80485547
Kerrigan,1540,Prophet,2000,Mira,1620,Artanis,1600,Scientist,1040,Artanis,1660,Scientist,1340.0,Selendis,1180.0,Zagara,1400.0,Scientist,1200.0,Kerrigan,0.44800946
Dehaka,2160,Stukov,1620,Spirit,1860,Scientist,2100,Artanis,1440,Team Nova,1360,Prophet,1580.0,Zagara,1160.0,Nomad,1520.0,Dark Templar,1420.0,Survivor,0.47636086
Helios,1540,Artanis,1200,Mira,2240,Stukov,1500,Ascendant,1200,Ascendant,1200,Prophet,1780.0,Zagara,1240.0,Kerrigan,1160.0,Scientist,2060.0,Survivor,0.11114451
Ascendant,1660,Team Nova,1560,Ascendant,1860,Zagara,1160,Prophet,1760,Kerrigan,1480,Spirit,1160.0,Nomad,1360.0,Selendis,1400.0,Dark Templar,1520.0,Kerrigan,0.2389513
Ares,1540,Selendis,1840,Ascendant,1240,Dehaka,1080,Helios,1300,Prophet,1880,Stukov,1200.0,Nomad,1460.0,Scientist,1260.0,,,Survivor,0.13464935
Ascendant,1540,Ascendant,1140,Dehaka,1860,Zagara,1220,Selendis,1380,Ascendant,1240,Prophet,1600.0,Ascendant,1220.0,Ares,1700.0,,,Survivor,0.69442147
Spirit,1540,Zagara,1140,Ascendant,1180,Ares,1160,Prophet,1540,Ascendant,1160,Thakras,1220.0,Scientist,1500.0,Ares,1700.0,Spirit,1160.0,Survivor,0.30728245
Dark Templar,1380,Stukov,1320,Stukov,1200,Selendis,1400,Mira,1680,Stukov,1460,Ares,1880.0,Prophet,1420.0,Dehaka,1300.0,Zagara,1300.0,Survivor,0.27656046
Ares,1400,Prophet,1500,Dehaka,1300,Dark Templar,1240,Ascendant,1160,Nomad,2060,Zagara,1100.0,Ares,1500.0,Spirit,1300.0,Mira,1320.0,Survivor,0.2174082
Nomad,1420,Prophet,1920,Scientist,1180,Kerrigan,1240,Ares,1220,Stukov,1200,Spirit,1740.0,Dark Templar,2020.0,Zagara,1420.0,Swann,2200.0,Survivor,0.1599617
Dehaka,1180,Stukov,1140,Dark Templar,1400,Swann,1520,Scientist,2400,Ascendant,1160,Scientist,1840.0,Ascendant,1460.0,,,,,Kerrigan,0.12830473
Spirit,1760,Selendis,1420,Nomad,1800,Zagara,1480,Prophet,1440,Ascendant,1200,Dehaka,1080.0,Nomad,1180.0,Stukov,1620.0,Ascendant,1320.0,Kerrigan,0.28920773
Niadra,1340,Nomad,1420,Mira,1800,Ascendant,1340,Dark Templar,1680,Kerrigan,1200,Swann,1380.0,Artanis,1460.0,Mira,1460.0,Scientist,2300.0,Survivor,0.13842185
Scientist,1840,Scientist,1460,Swann,1000,Zagara,1280,Ascendant,1440,Prophet,1820,Dehaka,1520.0,Team Nova,1500.0,Stukov,1620.0,Spirit,1700.0,Survivor,0.28927737
Zagara,1000,Mira,1700,Dark Templar,1320,Ares,1600,Stukov,1320,Ascendant,1400,Team Nova,1680.0,Prophet,880.0,Ascendant,1200.0,,,Survivor,0.13217136
Zagara,1460,Nomad,1060,Thakras,980,Nomad,1400,Ares,1600,Prophet,1540,Nomad,1140.0,Spirit,1560.0,Artanis,1320.0,Team Nova,1360.0,Survivor,0.33873755
Stukov,1620,Ascendant,1620,Dark Templar,1540,Artanis,1420,Dehaka,1980,Stukov,1220,Zagara,1200.0,Ascendant,1300.0,Prophet,1580.0,Scientist,1200.0,Kerrigan,0.66790277
Mira,1560,Scientist,1620,Ascendant,1200,Ascendant,1160,Team Nova,1520,Kerrigan,1260,Nomad,1560.0,Ascendant,1200.0,Zagara,1200.0,Selendis,1140.0,Survivor,0.3563626
Spirit,1260,Thakras,1140,Stukov,1100,Nomad,1700,Prophet,2160,Mira,1640,Swann,2140.0,Ascendant,1220.0,Scientist,1280.0,Zagara,1600.0,Survivor,0.21590649
Zagara,2100,Prophet,2100,Dehaka,1540,Selendis,1140,Spirit,1740,Scientist,2460,Helios,1620.0,Swann,600.0,Ascendant,1160.0,Nomad,1480.0,Kerrigan,0.62437665
Prophet,1800,Selendis,1540,Ares,1180,Ares,1660,Spirit,1660,Stukov,1200,Niadra,1200.0,Ares,1200.0,Dehaka,1140.0,Ares,1200.0,Survivor,0.23187399
Stukov,1200,Prophet,1100,Ascendant,1160,Dehaka,1060,Zagara,1340,Spirit,1580,Helios,1580.0,Ares,1200.0,Scientist,1180.0,,,Survivor,0.45070615
Spirit,1280,Scientist,1240,Ascendant,1160,Zagara,1480,Stukov,1180,Scientist,1220,Team Nova,1620.0,Dehaka,1600.0,Prophet,1260.0,Dark Templar,1740.0,Kerrigan,0.6752674
Nomad,1380,Dark Templar,1160,Dehaka,820,Scientist,1340,Scientist,2000,Zagara,1260,Selendis,1640.0,Ascendant,1140.0,Scientist,1420.0,Ascendant,1180.0,Survivor,0.1454112
